"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1685273684142063616","Sat Jul 29 12:58:51 +0000 2023","0","@BPJSKesehatanRI min kacamata plus dikover bpjs gak sih ?","1685273684142063616","","BPJSKesehatanRI","in","Land of paradox","0","1","0","https://twitter.com/katuralisasi/status/1685273684142063616","1649391456069763072","katuralisasi"
"1685271952838270976","Sat Jul 29 12:51:59 +0000 2023","0","@BPJSKesehatanRI kak tolong cek DM. Terimakasih","1685271952838270976","","BPJSKesehatanRI","in","- center -","0","2","0","https://twitter.com/silvadzani/status/1685271952838270976","55471027","silvadzani"
"1685144712041332736","Sat Jul 29 11:42:09 +0000 2023","0","@BPJSKesehatanRI @nurhartati Jgn terlalu cepat jawab min @BPJSKesehatanRI . Klo gak paham pertanyaan orang pelajari dulu. Ini kesempatanmu mensosialisasikan layananmu.","1685254381548261376","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/MedicoPracticus/status/1685254381548261376","2926446132","MedicoPracticus"
"1684521980685582337","Sat Jul 29 11:14:55 +0000 2023","0","@BPJSKesehatanRI Udah sesuai kok","1685247527153811461","","BPJSKesehatanRI","in","Jawa Barat, Indonesia","0","1","0","https://twitter.com/DepiM_/status/1685247527153811461","1662892429","DepiM_"
"1685245934215843840","Sat Jul 29 11:08:35 +0000 2023","0","@BPJSKesehatanRI Min apakah anak sy yg sdh berhenti kerja dan sdh dikeluarkan dari bpjs perusahaan penerima upah otomatis kembali jd bpjs peserta mandiri? Kalau tdk otomatis bgmn cara urusnya spy jd peserta mandiri lagi?","1685245934215843840","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/EviShilla/status/1685245934215843840","1566960893216587776","EviShilla"
"1685187154191044609","Sat Jul 29 11:07:52 +0000 2023","0","@ay_ayuds @CumaDokter -Peserta BPJS Kesehatan berusia 30 tahun - 50 tahun.- Sudah menikah/pernah melakukan hubungan seksual. -Tidak sedang hamil. -Tidak sedang menstruasi . Terima kasih. :) -rasha (2/2)","1685245754817052672","","BPJSKesehatanRI","in","Indonesia","0","0","0","https://twitter.com/BPJSKesehatanRI/status/1685245754817052672","1522337929","BPJSKesehatanRI"
"1685244217260740608","Sat Jul 29 11:02:00 +0000 2023","1","Dalam acara tersebut Direktur Utama BPJS Kesehatan berperan sebagai Ajar Pamengger. #BPJSKesehatan #GotongRoyong #Inisiatif #MakinMudah #MakinCepat #SemuaSetara","1685244277147013120","","BPJSKesehatanRI","in","Indonesia","0","0","0","https://twitter.com/BPJSKesehatanRI/status/1685244277147013120","1522337929","BPJSKesehatanRI"
"1685239993852416000","Sat Jul 29 10:59:49 +0000 2023","0","@BPJSKesehatanRI kalau saya sudah 3 bulan lebih di faskes lama terus saya mau berubah faskes tgl 31 juli ini apakah faskes barunya bisa aktif di tgl 1 Agst min? mohon jawabannyaa","1685243727479177216","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/adaorangngga/status/1685243727479177216","1154978788679151616","adaorangngga"
"1685241475658092544","Sat Jul 29 10:50:52 +0000 2023","0","@BPJSKesehatanRI apakah faskes 1 yg jam pelayanannya 24 jam dgn yg tdk 24 jam beda besaran kapitasinya? Krn ada klinik ditulis gede2 24 jam tp tiap hr kenyataannya hanya ada layanan pagi dan sore....siang buka tapi tdk ada petugas..pelayanan sore jg tdk bs mengeluarkan rujukan.","1685241475658092544","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/Sasadara4/status/1685241475658092544","900015325592211456","Sasadara4"
"1685144712041332736","Sat Jul 29 10:47:06 +0000 2023","0","@BPJSKesehatanRI Silidris saya 0.75 bisa dilat di resepnya? Suami saya minus nol silindris 0.5 itu dicover bpjs. Bagaimana penjelasannya?","1685240527774765056","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/nurhartati/status/1685240527774765056","104417475","nurhartati"
"1685239993852416000","Sat Jul 29 10:44:59 +0000 2023","0","@BPJSKesehatanRI sore min mau tanya kalo pindah faskes tanggal 31 July apa bisa langsung aktif per tgl 1 Agst di faskes yg baru? mohon dijawab min","1685239993852416000","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/adaorangngga/status/1685239993852416000","1154978788679151616","adaorangngga"
"1685144712041332736","Sat Jul 29 10:41:22 +0000 2023","0","@BPJSKesehatanRI Apakah silidris 0.75 gugur cover hanya karena minus saya yang 0.25? https://t.co/ly7Zn6oBAa","1685239084015607808","https://pbs.twimg.com/media/F2MsAprbwAAcTgH.jpg","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/nurhartati/status/1685239084015607808","104417475","nurhartati"
"1685231767320748032","Sat Jul 29 10:12:18 +0000 2023","0","@BPJSKesehatanRI izin bertanya min kenapa ya setiap saya minta kode otp untuk pendaftaran gapernah terimas smsnya pdhl udh pake 2 nomor yg berbeda","1685231767320748032","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/raraaansptr/status/1685231767320748032","109451326","raraaansptr"
"1685227370008244224","Sat Jul 29 09:54:49 +0000 2023","0","@BPJSKesehatanRI min mau tanya apakah bisa minta surat rujukan dari faskes 1 ke RS yang berada di luar provinsi untuk melakukan tindakan operasi? contoh faskes 1 di Jak Sel dan minta surat rujukan di RS yg ada di kota Brebes?","1685227370008244224","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/adaorangngga/status/1685227370008244224","1154978788679151616","adaorangngga"
"1685214471676215296","Sat Jul 29 09:03:34 +0000 2023","0","@BPJSKesehatanRI paket rehab bpjs hanya berpihak pada orang kaya yang dapat segera melunasi tunggakan untuk segera dapat memanfaatkanya @jokowi @KemenkesRI","1685214471676215296","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/ninamarta12/status/1685214471676215296","1618519805631561731","ninamarta12"
"1685210415725449216","Sat Jul 29 08:57:59 +0000 2023","0","@BPJSKesehatanRI Makasih min bisa menjadi bukti yg valid_ ️","1685213065472888833","","BPJSKesehatanRI","in","Atlantis","0","1","0","https://twitter.com/krisnaasshemele/status/1685213065472888833","371574534","krisnaasshemele"
"1685210415725449216","Sat Jul 29 08:47:27 +0000 2023","0","@BPJSKesehatanRI izin bertanya min apakah benar rawat inap di rumah sakit negri cuma sampai 3-4 hari ?_","1685210415725449216","","BPJSKesehatanRI","in","Atlantis","0","1","0","https://twitter.com/krisnaasshemele/status/1685210415725449216","371574534","krisnaasshemele"
"1685188557932261376","Sat Jul 29 08:40:19 +0000 2023","0","@BPJSKesehatanRI Iya tau koks min","1685208621926510592","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/DearcolaD/status/1685208621926510592","1455645088726409221","DearcolaD"
"1685190989634588672","Sat Jul 29 07:30:15 +0000 2023","0","@BPJSKesehatanRI sore admin saya lagi daftar online buat rujukan ke salah satu rs lewat aplikasi rs tersebut waktu udah masukin data dll muncul notif pemberitahuan terjadi kesalahan koneksi web server bpjs ini dari web bpjsnya error atau dari apk rsnya ya?","1685190989634588672","","BPJSKesehatanRI","in","Minisode, 5:53 ll 20+","0","1","0","https://twitter.com/eternallyenthu/status/1685190989634588672","1546309166372859906","eternallyenthu"
"1685190942163361793","Sat Jul 29 07:30:04 +0000 2023","0","@BPJSKesehatanRI min gigi tiruan dicover bpjs ga? Nuhun","1685190942163361793","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/kangsodiq_/status/1685190942163361793","1007133881030463489","kangsodiq_"
"1685187154191044609","Sat Jul 29 07:15:01 +0000 2023","91","@BPJSKesehatanRI seenak udelnya aja jelasin kyk begini padahal kenyataannya nanti nakes dan faskes lg yg jelaskan ribetnya layanan mereka https://t.co/hqUyA3Euz8","1685187154191044609","https://pbs.twimg.com/media/F2L8x-TbsAALzNB.jpg","BPJSKesehatanRI","in","Indonesia Timur","8","7","59","https://twitter.com/CumaDokter/status/1685187154191044609","1250254393795948545","CumaDokter"
"1685177253926469633","Sat Jul 29 06:35:41 +0000 2023","0","@BPJSKesehatanRI gmn ini setiap berobat resep dari dokter tidak selalu komplit. Sebagian harus beli di apotek. Bahkan apotek yg kerja sama dengan @BPJSKesehatanRI obatnya juga tidak komplit @kimiafarmaind . Sisa nya harus beli melalui salinan resep. Coba tum @PartaiSocmed","1685177253926469633","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/Anggrek_1111/status/1685177253926469633","1562660219905536002","Anggrek_1111"
"1685164321188569088","Sat Jul 29 05:44:17 +0000 2023","0","@BPJSKesehatanRI halo min. Untuk penambahan peserta (istri) gimana min?","1685164321188569088","","BPJSKesehatanRI","in","Medan","0","1","0","https://twitter.com/ryan_perdana23/status/1685164321188569088","517287352","ryan_perdana23"
"1685144712041332736","Sat Jul 29 05:19:33 +0000 2023","0","@BPJSKesehatanRI Sudah melakukan itu semua tp info dari fasker rujukan kacamata baca tidak dicover. Sama halnya untuk minus dibawah 0.5 itu juga tidak dicover. Apakah benar seperti itu?","1685158098229764096","","BPJSKesehatanRI","in","","2","3","0","https://twitter.com/nurhartati/status/1685158098229764096","104417475","nurhartati"
"1685148403754483712","Sat Jul 29 05:15:07 +0000 2023","0","@BPJSKesehatanRI Okee makasih min","1685156981341130752","","BPJSKesehatanRI","in","Bekasi, Jawa Barat","0","1","0","https://twitter.com/afathiahana/status/1685156981341130752","261120009","afathiahana"
"1684955220474834944","Sat Jul 29 05:02:18 +0000 2023","0","@BPJSKesehatanRI Halo admin saya belum pernah daftar aplikasi JLN. Tapi nomor saya sudah dipakai orang lain gimana ya cara mengatasi nya?","1685153755946467328","","BPJSKesehatanRI","in","Yogyakarta ","0","1","0","https://twitter.com/zizah_laila4/status/1685153755946467328","2832680989","zizah_laila4"
"1685142707222790144","Sat Jul 29 05:00:10 +0000 2023","0","@BPJSKesehatanRI Okee terima kasih min infonya https://t.co/lKKsaXevGh","1685153217922166785","https://pbs.twimg.com/media/F2Ld6-FaMAAn2zX.jpg","BPJSKesehatanRI","in","Minisode, 5:53 ll 20+","0","1","0","https://twitter.com/eternallyenthu/status/1685153217922166785","1546309166372859906","eternallyenthu"
"1685151698896236544","Sat Jul 29 04:54:08 +0000 2023","0","@BPJSKesehatanRI halo admin saya baru tambal gigi pakai BPJS dan setau saya semua biaya tercover BPJS. Namun saya diminta membayar 160rb/2 gigi. Sebelumnya juga pernah berobat dan saat di kasir ada tambahan biaya 20rb. Kok bisa sih min? BPJS saya kelas 1 dan rutin bayar juga.","1685151698896236544","","BPJSKesehatanRI","in","hogwarts","0","1","0","https://twitter.com/fourcelin/status/1685151698896236544","1144180591","fourcelin"
"1685142707222790144","Sat Jul 29 04:33:47 +0000 2023","0","@BPJSKesehatanRI Saya pakenya rekening bca expressi itu gimana ya? Tanpa buku tabungan soalnya min","1685146577860808704","","BPJSKesehatanRI","in","Minisode, 5:53 ll 20+","0","1","0","https://twitter.com/eternallyenthu/status/1685146577860808704","1546309166372859906","eternallyenthu"
"1685144712041332736","Sat Jul 29 04:26:22 +0000 2023","0","@BPJSKesehatanRI untuk kacamata baca dicover bpjs gak ya?","1685144712041332736","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/nurhartati/status/1685144712041332736","104417475","nurhartati"
"1685134499812925441","Sat Jul 29 04:20:32 +0000 2023","0","@BPJSKesehatanRI Okee terimakasih ","1685143242998939649","","BPJSKesehatanRI","in","Cikarang","0","1","0","https://twitter.com/Pencarikerja___/status/1685143242998939649","1182823517458288640","Pencarikerja___"
"1685142707222790144","Sat Jul 29 04:18:24 +0000 2023","0","@BPJSKesehatanRI siang admin mau tanya kalo sebelumnya pake bpjs askes tapi udah gak aktif (udah lewat umur dari persyaratan/ditangguhkan) terus mau bikin bpjs yg mandiri persyaratannya apa aja ya?","1685142707222790144","","BPJSKesehatanRI","in","Minisode, 5:53 ll 20+","0","1","0","https://twitter.com/eternallyenthu/status/1685142707222790144","1546309166372859906","eternallyenthu"
"1685134499812925441","Sat Jul 29 03:45:47 +0000 2023","0","@BPJSKesehatanRI saya sudah daftar rehab lalu untuk pembayaran tagihan seperti apa ya ?","1685134499812925441","","BPJSKesehatanRI","in","Cikarang","0","1","0","https://twitter.com/Pencarikerja___/status/1685134499812925441","1182823517458288640","Pencarikerja___"
"1684587346849849344","Sat Jul 29 03:25:43 +0000 2023","0","@BPJSKesehatanRI Tidak pernah berubah. Saya baru buat jadinya yg benar di halaman menu yg mana min? Saya bisa kirim screenshootannya ke bantuan mana ya?","1685129449896124416","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/SyarahOV/status/1685129449896124416","1535834358070022144","SyarahOV"
"1685115012384448512","Sat Jul 29 02:36:46 +0000 2023","0","@BPJSKesehatanRI klaim 100% atau berapa min?","1685117131871117312","","BPJSKesehatanRI","in","Karawang, Jawa Barat","0","1","0","https://twitter.com/queseraserahh/status/1685117131871117312","1078485064978071552","queseraserahh"
"1685112149465776128","Sat Jul 29 02:16:58 +0000 2023","0","@BPJSKesehatanRI min dulu saya udah daftar bpjs kesehatan pribadi satu keluarga terus nama saya dapat juga dari pemerintah setelah saya menikah jadi saya punya 2 kartu bpjs apakah yang dari pemerintah juga aktif bisa digunakan untuk periksa? terimakasih","1685112149465776128","","BPJSKesehatanRI","in","Semarang Semangat Ini Untukmu ","0","1","0","https://twitter.com/owi_13/status/1685112149465776128","2438074657","owi_13"
"1684955220474834944","Sat Jul 29 01:41:20 +0000 2023","0","@BPJSKesehatanRI saya ubah alamat BPJS dari Jakarta ke alamat Bogor pake apk Mobile JKN dan datanya juga udah saya cetak jadi kartu BPJS. tp pas saya berobat ke puskesmas dan ngasih kartu BPJS ke petugas buat cek di komputer kenapa ya petugasnya bilang BPJS saya masih alamat Jakarta?","1685103180169003008","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/wapril23_/status/1685103180169003008","866978671680036864","wapril23_"
"1685101644047069186","Sat Jul 29 01:35:14 +0000 2023","0","@BPJSKesehatanRI min kalo berobat pakai BPJS obatnya suka gak tersedia &amp; harus beli sendiri di apotek percuma dong bayar iuran setiap bulan kalo setiap berobat harus beli lagi obatnya di apotek","1685101644047069186","","BPJSKesehatanRI","in","Somewhere","0","1","0","https://twitter.com/vanilaicecre4m/status/1685101644047069186","830536688","vanilaicecre4m"
"1684955220474834944","Fri Jul 28 21:29:02 +0000 2023","0","@BPJSKesehatanRI Kepersertaan saya bpjs pbi tapi saat ini sedang tinggal di luar kota terdaftar bagaimana solusinya agar saya bisa berobat meski di luar domisili?","1685039684840521729","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/pochitatos/status/1685039684840521729","1452642703531929606","pochitatos"
"1684752649160372224","Fri Jul 28 17:15:15 +0000 2023","0","@BPJSKesehatanRI Hallo @mandiricare mohon bantuan untuk pengecekan autodebit BPJS saya ang seharusnya sudah dibayar kantor tapi masih terautodebit oleh Bank?","1684975820132257792","","BPJSKesehatanRI","in","Tangerang, Indonesia","0","3","0","https://twitter.com/musafirxxxx/status/1684975820132257792","816971239","musafirxxxx"
"1684963782156787712","Fri Jul 28 16:27:25 +0000 2023","0","@BPJSKesehatanRI min kalo mau merubah bpjs anak pns yang sudah tidak aktif ke bpjs mandiri gimana proses nya? soalnya baru sadar kalo bpjs kel pns cuma ditanggung sampe umur 20 ya ","1684963782156787712","","BPJSKesehatanRI","in","Jakarta Capital Region","0","1","0","https://twitter.com/Csiwon_Love/status/1684963782156787712","1052449789","Csiwon_Love"
"1684587346849849344","Fri Jul 28 15:36:31 +0000 2023","0","@BPJSKesehatanRI Min knp di apk jkn bbrp anggta ada yg beda faskesnya. Jd di menu info peserta faskes tertera klinik A tp di menu kartu peserta faskesnya beda malah tertera puskesms A. Sdgkan di perubahan peserta sama isinya dg kartu peserta. Yg bnr yg mana ya min trs knp bs ga sinkron gt ya?","1684950973150617600","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/SyarahOV/status/1684950973150617600","1535834358070022144","SyarahOV"
"1684846332991901696","Fri Jul 28 15:21:23 +0000 2023","0","@BPJSKesehatanRI @gunjrengg Min cara stop terdaftar jd penerima PBI gmn ya soalnya status bpjs saya ga aktif grgr data ganda saya terdaftar di perusahaan org tua + desa jg. Bingung","1684947166627016704","","BPJSKesehatanRI","in","Kota Bandung, Jawa Barat","0","1","0","https://twitter.com/nugiawati/status/1684947166627016704","1062671853204889600","nugiawati"
"1684943489010958336","Fri Jul 28 15:06:47 +0000 2023","0","@BPJSKesehatanRI halo min saya mau melakukan pendaftaran peserta via mobile jkn engga bisa ya error terus","1684943489010958336","","BPJSKesehatanRI","in","Jakarta, Indonesia","0","1","0","https://twitter.com/nurulanggraeni/status/1684943489010958336","71235222","nurulanggraeni"
"1684942823228162048","Fri Jul 28 15:04:08 +0000 2023","0","@BPJSKesehatanRI info ganti cp dan email","1684942823228162048","","BPJSKesehatanRI","in","Central Java, Indonesia","0","0","0","https://twitter.com/_risnann/status/1684942823228162048","1040080132461883392","_risnann"
"1684942527118675968","Fri Jul 28 15:02:57 +0000 2023","0","@BPJSKesehatanRI Hallo min saya kan mau pelunasan rehab tetapi estimasi nominal yang dibayar tidak sesuai. Dalam penghitungan perbulan yang saya bayar dari bulan Agustus - Desember sekitar Rp1 218.000 . Ketika saya ingin melunasi program rehab estimasi 1.358.000. kok beda min?","1684942527118675968","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/ngkong1000/status/1684942527118675968","1619414797363351552","ngkong1000"
"1684924761791672320","Fri Jul 28 13:52:22 +0000 2023","0","@BPJSKesehatanRI bisa tolong cek-in bpjs-ku udh aktif dan kelas berapanya gak? soalnya mobile JKN aku masih gabisa","1684924761791672320","","BPJSKesehatanRI","in","he/him","0","0","0","https://twitter.com/tuaise1_/status/1684924761791672320","1146408006113886208","tuaise1_"
"1684862621470846977","Fri Jul 28 12:48:48 +0000 2023","0","@BPJSKesehatanRI peraturan bpjsnya gimana min? foto rontgennya diberikan kepada pasien atau tidak?","1684908766666670080","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/thirstyguilty/status/1684908766666670080","1011869007081639937","thirstyguilty"
"1684587346849849344","Fri Jul 28 12:21:34 +0000 2023","0","@BPJSKesehatanRI oke makasih min","1684901912192380930","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/njuns_/status/1684901912192380930","1575136461132685312","njuns_"
"1684901492183236609","Fri Jul 28 12:19:54 +0000 2023","0","@BPJSKesehatanRI min pembuatan gigi palsu dicover bpjs kan?","1684901492183236609","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/ichasylviani/status/1684901492183236609","255367988","ichasylviani"
"1684461830457237504","Fri Jul 28 12:16:24 +0000 2023","0","@BPJSKesehatanRI Min mau tanya kenapa ya nomor hp pada saat regis di mobile jkn tertulis nomor sudah digunakan peserta lain. Padahal itu benar benar nomor bapak saya sudah belasan tahun nomornya dan aktif. Mohon pencerahannya terimakasih","1684900610762801152","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/dwiipusspitta/status/1684900610762801152","3700374674","dwiipusspitta"
"1608710370893660162","Fri Jul 28 12:01:05 +0000 2023","0","@BPJSKesehatanRI Min minta alamat email nya ? Saya cari diweb koq tidak Ada. DM tidak bisa. Terimakasih dan @inamedia tetap sehat.","1684896759288594432","","BPJSKesehatanRI","in","Salatiga Jawa Tengah","0","0","0","https://twitter.com/yohanestarto/status/1684896759288594432","1090768145084608512","yohanestarto"
"1608710370893660162","Fri Jul 28 11:50:21 +0000 2023","0","@BPJSKesehatanRI tapi kok gini ya min? https://t.co/9KmRHxQV0B","1684894054767796224","https://pbs.twimg.com/media/F2HyNoKaoAAi-AL.jpg","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/chifguyu/status/1684894054767796224","1528034599829286912","chifguyu"
"1684881674239361024","Fri Jul 28 11:01:09 +0000 2023","0","@BPJSKesehatanRI min klo kita aktif dan terdaftar sbg PBI APBD kok bisa ada tunggakan ya?","1684881674239361024","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/claudyaudy/status/1684881674239361024","118656863","claudyaudy"
"1657932050379464704","Fri Jul 28 10:55:01 +0000 2023","0","@BPJSKesehatanRI @mcflurryooreoo_ Maaf min mau nanya jika 3x itu sudah terpakai habis dalam bulan ini apa bulan depan kita masih bisa menggunakan nya lagi di kota tersebut?","1684880129783472128","","BPJSKesehatanRI","in","","0","0","0","https://twitter.com/Faaannnn3/status/1684880129783472128","1681251819572568064","Faaannnn3"
"1684876776961638400","Fri Jul 28 10:41:41 +0000 2023","0","@BPJSKesehatanRI waduh... Hanya utk konsultasi harus menunggumu berjam-jam.... Dari jam 13.00 s/d 17.30 blm juga konsultasi hanya karna dokternya lg tindakan operasi mata.. Saran bila ada tindakan Operasi harusnya dokter tdk menerima pasien rawat jalan...Kasihan pasien menunggu..","1684876776961638400","","BPJSKesehatanRI","in","Padang","0","1","0","https://twitter.com/Marco62550136/status/1684876776961638400","1049582293600202752","Marco62550136"
"1684872620838420480","Fri Jul 28 10:25:10 +0000 2023","0","@BPJSKesehatanRI Min tolong lihat dm saya ya. Saya mengeluhkan masalah pendaftaran bpjs","1684872620838420480","","BPJSKesehatanRI","in","Indonesia","0","2","0","https://twitter.com/mfrd61/status/1684872620838420480","2309983427","mfrd61"
"1684869433448386560","Fri Jul 28 10:12:30 +0000 2023","0","@BPJSKesehatanRI min cek dm","1684869433448386560","","BPJSKesehatanRI","in","South Borneo, Indonesia","0","0","0","https://twitter.com/stfateema/status/1684869433448386560","8326042","stfateema"
"1684866177481531393","Fri Jul 28 09:59:34 +0000 2023","0","@BPJSKesehatanRI halo saya mau membatalkan proses pemindahan faskes 1 apakah bisa?","1684866177481531393","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/anoniaminan/status/1684866177481531393","974438096388308992","anoniaminan"
"1684862621470846977","Fri Jul 28 09:45:26 +0000 2023","0","@BPJSKesehatanRI halo min. mau nanya hasil foto basah rontgen tulang tidak diberikan kepada pasien ya? terima kasih","1684862621470846977","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/thirstyguilty/status/1684862621470846977","1011869007081639937","thirstyguilty"
"1684786562255753217","Fri Jul 28 09:08:01 +0000 2023","0","@BPJSKesehatanRI Apakah bisa di wakil kan? Atau harus pemilik KTP? Jika foto copy saja bisa?","1684853205837213696","","BPJSKesehatanRI","in","exoplanet ","0","1","0","https://twitter.com/maybethentmrrw/status/1684853205837213696","1605166946840096768","maybethentmrrw"
"1684849828722081792","Fri Jul 28 08:54:36 +0000 2023","0","@BPJSKesehatanRI min kalo mau ganti nama dan NIK bayi baru lahir di mobile JKN bisa? Atau harus lewat WA Pandawa? Thx","1684849828722081792","","BPJSKesehatanRI","in","West Java, Indonesia","0","1","0","https://twitter.com/aatyasseu/status/1684849828722081792","154770196","aatyasseu"
"1684835760439164928","Fri Jul 28 07:58:42 +0000 2023","0","@BPJSKesehatanRI permisi admin kalau bpjs pbi aktif mau berubah ke mandiri seperti apa tahapannya?","1684835760439164928","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/djshcn/status/1684835760439164928","1545824411445776384","djshcn"
"1608710370893660162","Fri Jul 28 07:46:53 +0000 2023","0","@BPJSKesehatanRI Meskipun bayarnya dicicil min?","1684832786262511616","","BPJSKesehatanRI","in","","0","1","0","https://twitter.com/chifguyu/status/1684832786262511616","1528034599829286912","chifguyu"
